"","id","host_id","host_acceptance_rate","host_listings_count","host_verifications","latitude","longitude","accommodates","bathrooms","beds","price","minimum_nights","maximum_nights","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_l30d","first_review","review_scores_rating","instant_bookable","calculated_host_listings_count","reviews_per_month","p_host_acceptance_rate","n_days_since","flag_days_since","flag_reviews_per_month","flag_number_of_reviews","flag_review_scores_rating","f_neighbourhood_cleansed","f_property_type","price_daily","ln_price","accommodates2","ln_review_scores_rating","n_days_since2","n_days_since3","n_accommodates2","d_host_is_superhost","d_host_identity_verified","d_host_has_profile_pic","f_bathroom","f_number_of_reviews","f_minimum_nights","tv","heating","wifi","coffee_maker","AC","refrigerator","microwave","hot_water","long_term_stay"
"1869",14270352,86996259,100,1,"['email', 'phone']",55.68581,12.56857,3,1,1,601,2,1125,"1",7,21,28,74,"2022-12-30",93,2,"2016-09-17",4.56,"0",1,1.22,100,2295,0,0,0,0,"Indre By","Entire Unit",20,2.99573227355399,9,1.51732262352629,5267025,12087822375,9,"0","1","1","1","2","2",1,1,1,1,0,1,1,1,1
"1870",14670112,46215355,100,1,"['email', 'phone']",55.66759,12.55599,2,1,1,793,2,5,"1",0,0,0,0,"2022-12-30",164,2,"2016-08-25",4.93,"0",1,2.12,100,2318,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",26,3.25809653802148,4,1.5953389880546,5373124,12454901432,4,"1","1","1","1","2","2",0,1,1,1,0,1,1,1,0
"1871",14273888,81584767,87,1,"['email', 'phone']",55.672,12.54539,2,1,1,1000,3,27,"1",0,0,0,0,"2022-12-30",23,1,"2021-08-18",4.74,"0",1,1.38,87,499,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",33,3.49650756146648,4,1.55603713570699,249001,124251499,4,"0","1","1","1","1","3",1,1,1,0,0,1,0,1,0
"1872",13949507,80003188,33,1,"['email', 'phone']",55.68439,12.5334,2,1,1,514,2,8,"1",0,0,0,0,"2022-12-30",9,0,"2016-07-20",4.63,"0",1,0.11,33,2354,0,0,0,0,"Frederiksberg","Entire Unit",17,2.83321334405622,4,1.53255686809814,5541316,13044257864,4,"0","1","1","1","1","2",1,1,1,0,0,0,0,0,0
"1873",13952393,40276296,22,1,"['email', 'phone']",55.67168,12.54895,2,1,1,950,3,1125,"1",0,0,0,0,"2022-12-30",18,0,"2016-09-05",4.94,"0",1,0.23,22,2307,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",32,3.46573590279973,4,1.59736533119983,5322249,12278428443,4,"0","0","1","1","1","3",1,1,1,0,0,0,0,0,1
"1874",14274260,86440881,100,1,"['email', 'phone']",55.69395,12.53681,5,1,3,1266,1,1125,"1",0,0,0,17,"2022-12-30",54,0,"2016-08-14",4.8,"0",1,0.7,100,2329,0,0,0,0,"Nrrebro","Entire Unit",42,3.73766961828337,25,1.56861591791385,5424241,12633057289,25,"0","1","1","1","2","1",1,1,1,1,0,1,0,1,1
"1875",13965904,82371869,100,1,"['email', 'phone']",55.70572,12.58811,2,1,1,525,14,30,"1",11,11,11,11,"2022-12-30",1,0,"2016-07-26",5,"0",1,0.01,100,2348,0,0,0,0,"sterbro","Entire Unit",18,2.89037175789616,4,1.6094379124341,5513104,12944768192,4,"0","1","1","1","1","3",1,1,1,0,0,0,0,1,1
"1876",14280944,623932,33,2,"['email', 'phone']",55.6639,12.51988,2,1,1,617,5,30,"1",0,0,0,152,"2022-12-30",106,0,"2016-12-22",4.8,"0",1,1.45,33,2199,0,0,0,0,"Valby","Entire Unit",21,3.04452243772342,4,1.56861591791385,4835601,10633486599,4,"0","1","1","1","2","3",0,1,1,0,0,0,0,1,1
"1877",13968051,9869246,97,4,"['email', 'phone']",55.6847,12.5833,2,1,1,1143,2,1125,"1",0,0,0,0,"2022-12-30",467,4,"2016-07-17",4.77,"0",4,5.94,97,2357,0,0,0,0,"Indre By","Entire Unit",38,3.63758615972639,4,1.56234630490025,5555449,13094193293,4,"1","1","1","1","2","2",0,1,0,1,0,1,0,1,1
"1878",13968324,2806924,100,12,"['phone']",55.68782,12.5955,5,1,2,1875,1,1125,"1",11,32,61,322,"2022-12-30",59,0,"2016-07-24",4.53,"0",12,0.75,100,2350,0,0,0,0,"Indre By","Entire Unit",62,4.12713438504509,25,1.51072193949494,5522500,12977875000,25,"0","1","1","1","2","1",1,0,1,1,0,1,1,1,1
"1879",15128417,95903719,75,2,"['email', 'phone']",55.66275,12.60685,4,1,2,857,2,1125,"1",26,56,86,176,"2022-12-30",1,1,"2022-12-19",4,"0",1,1,75,11,0,0,0,0,"Amager st","Condominium",29,3.36729582998647,16,1.38629436111989,121,1331,16,"0","1","1","1","1","2",1,1,1,1,0,1,1,1,1
"1880",14288581,15250076,NA,1,"['email', 'phone']",55.69674,12.58288,6,1,5,1250,2,14,"1",0,0,0,0,"2022-12-30",36,0,"2016-08-07",4.85,"0",1,0.46,NA,2336,0,0,0,0,"Indre By","Condominium",42,3.73766961828337,36,1.57897870494939,5456896,12747309056,36,"0","1","1","1","1","2",1,1,1,0,0,0,0,0,0
"1881",14297137,21829589,31,1,"['email', 'phone']",55.66721,12.55658,2,1,1,1550,1,1125,"1",0,0,0,92,"2022-12-30",80,0,"2016-08-20",4.97,"0",1,1.03,31,2323,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",52,3.95124371858143,4,1.60341984010854,5396329,12535672267,4,"0","1","1","1","2","1",0,1,1,1,0,1,0,1,1
"1882",14737983,10843148,75,1,"['email', 'phone']",55.65126,12.55093,2,1,1,943,2,20,"1",11,36,54,54,"2022-12-30",19,0,"2016-10-08",5,"0",1,0.25,75,2274,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",31,3.43398720448515,4,1.6094379124341,5171076,11759026824,4,"0","0","1","1","1","2",1,1,1,1,0,1,1,1,0
"1883",15155868,55937582,20,1,"['email', 'phone']",55.67051,12.55898,4,1,3,999,4,1125,"1",0,7,7,14,"2022-12-30",10,0,"2017-08-11",4.8,"0",1,0.15,20,1967,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",33,3.49650756146648,16,1.56861591791385,3869089,7610498063,16,"0","1","1","1","1","3",1,1,1,1,0,1,1,1,1
"1884",14306283,87421066,100,1,"['email', 'phone']",55.65525,12.51245,4,1,4,447,3,1125,"1",0,0,0,0,"2022-12-30",6,0,"2016-09-15",4.6,"1",1,0.08,100,2297,0,0,0,0,"Valby","Entire Unit",15,2.70805020110221,16,1.52605630349505,5276209,12119452073,16,"0","0","1","1","1","3",0,1,1,0,0,1,0,1,1
"1885",14306425,87424457,NA,2,"['email', 'phone', 'work_email']",55.6641,12.61413,2,1,1,1100,12,1125,"1",0,0,0,0,"2022-12-30",31,0,"2018-01-07",4.73,"0",1,0.51,NA,1818,0,0,0,0,"Amager st","Entire Unit",37,3.61091791264422,4,1.55392520250384,3305124,6008715432,4,"0","1","1","1","1","3",1,0,1,1,0,1,0,1,1
"1886",14764346,92082130,0,1,"['phone']",55.66916,12.54087,2,1,3,850,1,1125,"1",0,25,55,55,"2022-12-30",18,0,"2016-09-19",4.89,"0",1,0.24,0,2293,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",28,3.3322045101752,4,1.58719230348678,5257849,12056247757,4,"0","1","1","1","1","1",0,1,1,1,0,1,1,1,1
"1887",14309733,727707,NA,1,"['email', 'phone']",55.65993,12.60978,4,1,2,1250,4,8,"1",0,0,1,1,"2022-12-30",10,0,"2016-08-16",4.6,"0",1,0.13,NA,2327,0,0,0,0,"Amager st","Entire Unit",42,3.73766961828337,16,1.52605630349505,5414929,12600539783,16,"0","0","1","1","1","3",1,1,1,0,0,1,1,1,0
"1888",15158664,95573773,100,1,"['email', 'phone']",55.65941,12.56851,2,1,1,1200,20,90,"1",0,0,0,0,"2022-12-30",26,0,"2016-10-05",4.96,"0",1,0.34,100,2277,0,0,0,0,"Amager Vest","Entire Unit",40,3.68887945411394,4,1.60140574073684,5184729,11805627933,4,"0","1","1","1","1","3",0,1,0,0,0,1,1,1,1
"1889",15170369,11784824,0,1,"['email', 'phone']",55.66809,12.55035,2,1,1,1050,2,14,"1",13,16,18,18,"2022-12-30",5,0,"2017-02-14",5,"0",1,0.07,0,2145,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",35,3.55534806148941,4,1.6094379124341,4601025,9869198625,4,"0","0","1","1","1","2",1,1,1,0,0,0,0,1,0
"1890",14311023,5646598,40,1,"['email', 'phone']",55.66704,12.57732,4,1,5,1118,7,1125,"1",0,15,15,15,"2022-12-30",24,0,"2016-10-10",5,"0",1,0.32,40,2272,0,0,0,0,"Amager Vest","Entire Unit",37,3.61091791264422,16,1.6094379124341,5161984,11728027648,16,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,1
"1891",14769239,82712684,100,1,"['email', 'phone']",55.72247,12.55353,2,1,1,450,2,30,"1",0,0,0,0,"2022-12-30",11,0,"2016-09-05",5,"0",1,0.14,100,2307,0,0,0,0,"Bispebjerg","Entire Unit",15,2.70805020110221,4,1.6094379124341,5322249,12278428443,4,"0","1","1","1","1","2",1,1,1,1,0,1,1,1,1
"1892",15170972,8249595,67,2,"['email', 'phone']",55.70172,12.54513,5,1,2,943,3,1125,"1",0,0,0,0,"2022-12-30",12,0,"2016-10-09",4.5,"0",1,0.16,67,2273,0,0,0,0,"Nrrebro","Entire Unit",31,3.43398720448515,25,1.50407739677627,5166529,11743520417,25,"0","1","1","1","1","3",0,1,1,0,0,0,0,1,1
"1893",14770008,12999188,0,1,"['email', 'phone', 'work_email']",55.68335,12.58061,4,1,2,4500,7,1125,"1",30,60,90,180,"2022-12-30",5,0,"2016-09-08",4.75,"0",1,0.07,0,2304,0,0,0,0,"Indre By","Entire Unit",150,5.01063529409626,16,1.55814461804655,5308416,12230590464,16,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"1894",14345471,7399703,64,1,"['email', 'phone', 'work_email']",55.68351,12.57041,2,1,1,1536,2,1124,"1",23,53,83,83,"2022-12-30",101,0,"2016-08-14",4.89,"0",1,1.3,64,2329,0,0,0,0,"Indre By","Entire Unit",51,3.93182563272433,4,1.58719230348678,5424241,12633057289,4,"1","1","1","1","2","2",1,1,1,0,0,1,1,1,1
"1895",14777067,92215382,100,2,"['email', 'phone', 'work_email']",55.64668,12.54694,4,2,2,2199,4,1125,"1",0,0,0,0,"2022-12-30",9,0,"2017-07-30",4.89,"0",1,0.14,100,1979,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",73,4.29045944114839,16,1.58719230348678,3916441,7750636739,16,"0","1","1","2","1","3",1,1,1,0,0,0,0,1,1
"1896",15173560,96174709,30,1,"['email', 'phone']",55.69483,12.54627,3,1,1,460,3,20,"1",0,0,0,0,"2022-12-30",2,0,"2016-10-03",4.5,"0",1,0.03,30,2279,0,0,0,0,"Nrrebro","Entire Unit",15,2.70805020110221,9,1.50407739677627,5193841,11836763639,9,"0","1","1","1","1","3",1,1,1,0,0,0,0,1,0
"1897",14778530,38283703,50,2,"['email', 'phone']",55.68462,12.55902,4,1.5,2,1115,6,16,"1",0,0,0,40,"2022-12-30",8,0,"2016-11-27",4.63,"0",1,0.11,50,2224,0,0,0,0,"Nrrebro","Entire Unit",37,3.61091791264422,16,1.53255686809814,4946176,11000295424,16,"0","1","1","1","1","3",1,1,0,0,0,1,0,1,0
"1898",15188508,18197068,25,1,"['email', 'phone']",55.66534,12.5169,4,1,1,850,2,1125,"1",15,45,75,75,"2022-12-30",17,0,"2016-11-27",4.71,"0",1,0.23,25,2224,0,0,0,0,"Valby","Entire Unit",28,3.3322045101752,16,1.54968790802833,4946176,11000295424,16,"0","1","1","1","1","2",1,1,1,0,0,0,0,0,1
"1899",14346760,1245777,65,1,"['email', 'phone']",55.69704,12.54225,2,1,1,1000,4,1125,"1",0,9,9,66,"2022-12-30",47,0,"2016-08-21",4.91,"0",1,0.61,65,2322,0,0,0,0,"Nrrebro","Condominium",33,3.49650756146648,4,1.59127394180643,5391684,12519490248,4,"1","1","1","1","1","3",1,1,1,1,0,1,1,1,1
"1900",14380030,45309941,NA,1,"['email', 'phone', 'work_email']",55.7013896901658,12.5448597232333,2,1,1,450,7,28,"0",30,60,90,365,"2022-12-30",0,0,"",4.89,"0",1,1,NA,869,1,0,1,1,"Nrrebro","Entire Unit",15,2.70805020110221,4,1.58719230348678,755161,656234909,4,"0","1","1","1","0","3",1,0,0,1,0,1,1,1,1
"1901",14778763,4377530,64,1,"['email', 'phone']",55.64871,12.54783,5,1,4,900,5,1125,"1",0,0,0,24,"2022-12-30",40,0,"2016-08-28",4.9,"0",1,0.52,64,2315,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",30,3.40119738166216,25,1.58923520511658,5359225,12406605875,25,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"1902",14397670,73375027,92,1,"['email', 'phone']",55.66689,12.61439,2,1,1,750,3,14,"1",0,0,0,0,"2022-12-30",16,0,"2016-09-10",4.81,"0",1,0.21,92,2302,0,0,0,0,"Amager st","Entire Unit",25,3.2188758248682,4,1.57069708411767,5299204,12198767608,4,"0","1","1","1","1","3",0,1,1,0,0,1,1,1,0
"1903",15199156,96519010,100,1,"['email', 'phone']",55.66779,12.55257,2,1,1,1098,2,1125,"1",0,0,0,0,"2022-12-30",38,0,"2016-10-09",4.92,"1",1,0.5,100,2273,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",37,3.61091791264422,4,1.59330853050422,5166529,11743520417,4,"0","1","1","1","1","2",1,1,1,0,0,1,1,1,1
"1904",15205053,19886620,82,1,"['email', 'phone']",55.66801,12.55646,2,1,1,1060,3,8,"1",4,4,33,38,"2022-12-30",53,0,"2017-02-20",4.96,"0",1,0.74,82,2139,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",35,3.55534806148941,4,1.60140574073684,4575321,9786611619,4,"0","0","1","1","2","3",1,1,1,0,0,1,1,1,0
"1905",14811693,37696867,8,1,"['email', 'phone']",55.6892,12.56236,2,1,1,1143,4,1125,"1",27,51,81,349,"2022-12-30",21,0,"2017-07-04",4.94,"0",1,0.31,8,2005,0,0,0,0,"Nrrebro","Entire Unit",38,3.63758615972639,4,1.59736533119983,4020025,8060150125,4,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"1906",14410495,5116536,50,1,"['email', 'phone', 'work_email']",55.68564,12.55938,6,1,2,1400,3,40,"1",0,1,1,65,"2022-12-30",37,0,"2016-09-18",4.84,"0",1,0.48,50,2294,0,0,0,0,"Nrrebro","Entire Unit",47,3.85014760171006,36,1.57691472072854,5262436,12072028184,36,"0","1","1","1","1","3",0,1,1,1,0,1,0,1,1
"1907",15208812,86121037,0,1,"['email', 'phone']",55.65059,12.5435,5,1,2,949,1,1125,"1",0,0,0,0,"2022-12-30",6,0,"2016-12-11",5,"0",1,0.08,0,2210,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",32,3.46573590279973,25,1.6094379124341,4884100,10793861000,25,"0","0","1","1","1","1",1,1,1,0,0,1,1,1,1
"1908",15211189,3549909,90,2,"['email', 'phone', 'work_email']",55.64802,12.54812,6,1,1,1300,1,14,"1",0,0,0,31,"2022-12-30",109,3,"2016-09-27",4.65,"0",2,1.43,90,2285,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",43,3.76120011569356,36,1.53686721959926,5221225,11930499125,36,"0","1","1","1","2","1",1,1,1,1,0,1,1,1,0
"1909",14822244,5175369,0,1,"['email', 'phone']",55.70104,12.58852,4,1,2,9000,2,20,"1",29,59,89,89,"2022-12-30",2,0,"2016-09-15",5,"0",1,0.03,0,2297,0,0,0,0,"sterbro","Entire Unit",300,5.7037824746562,16,1.6094379124341,5276209,12119452073,16,"0","1","1","1","1","2",1,1,1,0,0,0,0,0,0
"1910",14411872,36278110,69,1,"['email', 'phone']",55.6680107116699,12.5521669387817,2,1.5,1,900,5,14,"1",0,0,0,0,"2022-12-30",41,0,"2016-08-14",4.83,"0",1,0.53,69,2329,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",30,3.40119738166216,4,1.57484646766448,5424241,12633057289,4,"0","1","1","1","1","3",1,1,0,0,0,1,0,1,0
"1911",14837501,92826640,25,1,"['email', 'phone']",55.66598,12.54873,2,1,1,800,2,1125,"1",12,42,66,337,"2022-12-30",6,0,"2017-04-16",4.6,"0",1,0.09,25,2084,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",27,3.29583686600433,4,1.52605630349505,4343056,9050928704,4,"0","0","1","1","1","2",1,1,1,0,0,0,0,0,1
"1912",14847951,21687662,80,1,"['email', 'phone']",55.64703,12.54753,4,1,2,1000,2,15,"1",0,0,0,152,"2022-12-30",1,0,"2022-07-30",5,"1",1,0.19,80,153,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",33,3.49650756146648,16,1.6094379124341,23409,3581577,16,"0","1","1","1","1","2",1,0,0,0,0,0,0,0,0
"1913",14440816,15473576,100,1,"['email', 'phone']",55.67973,12.49104,3,1,1,1049,14,1125,"1",0,0,0,15,"2022-12-30",4,0,"2016-08-27",4.67,"0",1,0.05,100,2316,0,0,0,0,"Vanlse","Condominium",35,3.55534806148941,9,1.54115907168081,5363856,12422690496,9,"0","1","1","1","1","3",1,1,0,1,0,0,1,1,1
"1914",15219646,96579426,63,1,"['email', 'phone']",55.634468,12.577729,6,1,3,1450,2,365,"1",0,0,0,0,"2022-12-30",4,0,"2022-06-04",4.75,"0",1,0.57,63,209,0,0,0,0,"Amager Vest","Condominium",48,3.87120101090789,36,1.55814461804655,43681,9129329,36,"0","1","1","1","1","2",1,0,1,0,0,1,0,1,1
"1915",14855436,42816443,NA,1,"['email', 'phone']",55.70693,12.58416,5,1,3,750,4,13,"1",0,0,0,0,"2022-12-30",5,0,"2016-09-15",5,"0",1,0.07,NA,2297,0,0,0,0,"sterbro","Entire Unit",25,3.2188758248682,25,1.6094379124341,5276209,12119452073,25,"0","1","1","1","1","3",1,1,1,0,0,1,0,1,0
"1916",14459964,31793595,67,1,"['email', 'phone']",55.67022,12.54744,2,1,1,914,2,1125,"1",0,0,0,0,"2022-12-30",9,2,"2017-09-08",4.56,"0",1,0.14,67,1939,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",30,3.40119738166216,4,1.51732262352629,3759721,7290099019,4,"0","1","1","1","1","2",0,0,1,0,0,1,0,1,1
"1917",15229747,33091382,NA,1,"['email', 'phone']",55.70531,12.5285,2,1,1,700,3,1125,"1",0,0,0,0,"2022-12-30",0,0,"",4.89,"0",1,1,NA,869,1,0,1,1,"Bispebjerg","Condominium",23,3.13549421592915,4,1.58719230348678,755161,656234909,4,"0","0","1","1","0","3",1,1,1,0,0,0,0,1,1
"1918",14888189,52073346,60,1,"['email', 'phone', 'work_email']",55.68223,12.53281,2,1,1,656,2,1125,"1",0,0,0,0,"2022-12-30",37,0,"2016-09-18",4.97,"0",1,0.48,60,2294,0,0,0,0,"Frederiksberg","Entire Unit",22,3.09104245335832,4,1.60341984010854,5262436,12072028184,4,"0","1","1","1","1","2",0,0,1,0,0,1,0,1,1
"1919",14461471,8981833,NA,1,"['email', 'phone']",55.68373,12.56744,2,1,1,850,3,1125,"1",0,0,0,0,"2022-12-30",8,0,"2016-08-27",4.75,"0",1,0.1,NA,2316,0,0,0,0,"Indre By","Entire Unit",28,3.3322045101752,4,1.55814461804655,5363856,12422690496,4,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,1
"1920",14890789,85571217,0,1,"['email', 'phone']",55.71038,12.55797,6,1,3,1400,3,5,"1",0,0,0,44,"2022-12-30",29,0,"2016-10-09",4.93,"0",1,0.38,0,2273,0,0,0,0,"sterbro","Condominium",47,3.85014760171006,36,1.5953389880546,5166529,11743520417,36,"0","1","1","1","1","3",1,1,1,1,0,1,1,1,0
"1921",14461708,43960779,100,1,"['email', 'phone']",55.70246,12.5313,2,1,1,807,5,30,"1",0,15,15,57,"2022-12-30",24,0,"2016-09-01",4.83,"0",1,0.31,100,2311,0,0,0,0,"Bispebjerg","Entire Unit",27,3.29583686600433,4,1.57484646766448,5340721,12342406231,4,"0","1","1","1","1","3",1,1,1,0,0,1,1,1,1
"1922",15599760,96378204,100,1,"['email', 'phone']",55.698,12.58655,4,1,1,850,2,112,"1",0,0,0,0,"2022-12-30",28,0,"2018-02-18",4.86,"0",1,0.47,100,1776,0,0,0,0,"sterbro","Entire Unit",28,3.3322045101752,16,1.5810384379124,3154176,5601816576,16,"0","1","1","1","1","2",1,1,1,0,0,1,1,1,1
"1923",15251186,16860445,33,1,"['email', 'phone']",55.68616,12.53131,5,2,2,1150,6,1125,"1",0,14,14,91,"2022-12-30",3,0,"2017-07-08",5,"0",1,0.04,33,2001,0,0,0,0,"Frederiksberg","Entire Unit",38,3.63758615972639,25,1.6094379124341,4004001,8012006001,25,"0","1","1","2","1","3",1,1,1,1,0,1,1,1,1
"1924",15252399,96997640,NA,1,"['email', 'phone']",55.66723,12.55407,3,1,2,1190,2,14,"1",0,0,0,0,"2022-12-30",6,0,"2017-02-19",4.83,"0",1,0.08,NA,2140,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",40,3.68887945411394,9,1.57484646766448,4579600,9800344000,9,"0","1","1","1","1","2",1,1,1,1,0,1,0,1,0
"1925",15253289,18163286,86,1,"['email', 'phone']",55.68358,12.53927,3,1,2,900,4,365,"1",0,0,0,0,"2022-12-30",2,0,"2022-04-25",5,"0",1,0.24,86,249,0,0,0,0,"Frederiksberg","Entire Unit",30,3.40119738166216,9,1.6094379124341,62001,15438249,9,"0","1","1","1","1","3",0,0,1,0,0,0,0,0,1
"1926",15611879,100662002,35,1,"['email', 'phone']",55.72857,12.56612,3,1,2,1149,2,60,"1",28,58,88,178,"2022-12-30",35,0,"2016-12-16",4.86,"0",1,0.48,35,2205,0,0,0,0,"sterbro","Entire Unit",38,3.63758615972639,9,1.5810384379124,4862025,10720765125,9,"1","1","1","1","1","2",1,1,1,0,0,0,0,0,1
"1927",14891380,93284131,46,2,"['email', 'phone']",55.6643,12.60032,2,1,2,1514,1,1125,"1",30,60,90,365,"2022-12-30",9,0,"2016-09-08",5,"0",2,0.12,46,2304,0,0,0,0,"Amager Vest","Entire Unit",50,3.91202300542815,4,1.6094379124341,5308416,12230590464,4,"0","0","1","1","1","1",1,1,1,1,0,1,1,1,1
"1928",14897392,41135306,44,1,"['email', 'phone', 'work_email']",55.67994,12.58972,2,1,1,3014,5,1125,"1",0,27,57,294,"2022-12-30",57,0,"2016-09-09",4.89,"0",1,0.74,44,2303,0,0,0,0,"Indre By","Entire Unit",100,4.60517018598809,4,1.58719230348678,5303809,12214672127,4,"0","1","1","1","2","3",1,1,1,1,0,1,1,1,1
"1929",15628680,81312872,100,2,"['email', 'phone']",55.66349,12.5948,3,1,2,829,3,365,"1",0,0,0,0,"2022-12-30",1,0,"2022-07-07",5,"0",1,0.17,100,176,0,0,0,0,"Amager Vest","Entire Unit",28,3.3322045101752,9,1.6094379124341,30976,5451776,9,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,1
"1930",15629154,7101493,75,1,"['email', 'phone']",55.69957,12.54652,2,1,1,1057,2,1125,"1",26,56,86,361,"2022-12-30",22,0,"2017-05-19",4.86,"0",1,0.32,75,2051,0,0,0,0,"Nrrebro","Entire Unit",35,3.55534806148941,4,1.5810384379124,4206601,8627738651,4,"0","1","1","1","1","2",1,1,1,1,0,1,1,1,1
"1931",15266689,97118542,100,1,"['email', 'phone']",55.70408,12.52672,2,1,1,790,2,14,"1",0,0,0,0,"2022-12-30",46,0,"2016-10-12",4.89,"0",1,0.61,100,2270,0,0,0,0,"Bispebjerg","Entire Unit",26,3.25809653802148,4,1.58719230348678,5152900,11697083000,4,"0","1","1","1","1","2",1,1,1,0,0,1,0,1,0
"1932",15268178,75865731,100,1,"['email', 'phone']",55.69362,12.55259,4,1,2,985,7,1125,"1",0,0,0,0,"2022-12-30",18,0,"2016-09-29",4.76,"0",1,0.24,100,2283,0,0,0,0,"Nrrebro","Entire Unit",33,3.49650756146648,16,1.56024766824333,5212089,11899199187,16,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,1
"1933",14919863,22543864,56,1,"['email', 'phone']",55.66744,12.55499,2,1,1,729,1,20,"1",0,3,7,38,"2022-12-30",44,1,"2016-09-21",4.82,"0",1,0.58,56,2291,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",24,3.17805383034795,4,1.57277392806251,5248681,12024728171,4,"0","1","1","1","1","1",1,1,0,1,0,1,0,1,0
"1934",15276585,4441338,0,1,"['email', 'phone']",55.63421,12.58293,2,1,1,900,4,28,"1",4,10,10,10,"2022-12-30",3,0,"2017-05-30",5,"0",1,0.04,0,2040,0,0,0,0,"Amager Vest","Condominium",30,3.40119738166216,4,1.6094379124341,4161600,8489664000,4,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"1935",15305157,97473978,NA,1,"['email', 'phone']",55.70336,12.53231,2,1,1,750,3,20,"1",0,0,0,0,"2022-12-30",9,0,"2016-10-10",4.89,"0",1,0.12,NA,2272,0,0,0,0,"Bispebjerg","Condominium",25,3.2188758248682,4,1.58719230348678,5161984,11728027648,4,"0","1","1","1","1","3",1,1,1,0,0,0,0,1,0
"1936",15637782,58437049,0,1,"['email', 'phone']",55.68584,12.55211,4,1,3,750,4,1124,"1",0,1,1,1,"2022-12-30",15,0,"2017-07-03",4.93,"0",1,0.22,0,2006,0,0,0,0,"Nrrebro","Entire Unit",25,3.2188758248682,16,1.5953389880546,4024036,8072216216,16,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"1937",14921807,81508910,NA,1,"['email', 'phone']",55.68292,12.55551,4,1.5,1,1025,2,10,"1",0,0,0,0,"2022-12-30",47,0,"2016-09-29",4.86,"0",1,0.62,NA,2283,0,0,0,0,"Nrrebro","Entire Unit",34,3.52636052461616,16,1.5810384379124,5212089,11899199187,16,"0","0","1","1","1","2",0,1,1,1,0,1,0,1,0
"1938",14930815,93883803,0,1,"['email', 'phone']",55.64916,12.52569,2,1,1,646,2,21,"1",28,58,88,356,"2022-12-30",10,0,"2016-09-11",4.8,"0",1,0.13,0,2301,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",22,3.09104245335832,4,1.56861591791385,5294601,12182876901,4,"0","0","1","1","1","2",0,1,1,1,0,1,0,1,0
"1939",14938241,38065730,18,1,"['email', 'phone']",55.66578,12.55654,2,1,1,1300,3,10,"1",28,58,88,88,"2022-12-30",60,0,"2016-09-27",4.88,"0",1,0.79,18,2285,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",43,3.76120011569356,4,1.58514521986506,5221225,11930499125,4,"0","1","1","1","2","3",0,1,1,1,0,0,0,0,0
"1940",14943634,94021472,99,3,"['email', 'phone']",55.71327,12.57254,4,1,2,629,2,1125,"1",2,9,12,41,"2022-12-30",277,3,"2017-08-19",4.72,"1",1,4.24,99,1959,0,0,0,0,"sterbro","Condominium",21,3.04452243772342,16,1.55180879959746,3837681,7518017079,16,"0","1","1","1","2","2",0,1,1,0,0,1,0,1,1
"1941",15308053,1326055,84,1,"['email', 'phone']",55.66956,12.5584,3,1,1,929,3,60,"1",26,29,29,56,"2022-12-30",13,0,"2022-07-11",4.46,"0",1,2.25,84,172,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",31,3.43398720448515,9,1.49514876603197,29584,5088448,9,"0","1","1","1","1","3",0,0,1,0,0,1,1,1,1
